name,city,state,zip,url,street_address
Golden Glades-Miami Health Center,Miami,FL,33169,https://www.plannedparenthood.org/health-center/florida/miami/33169/golden-glades-miami-health-center-4183-90320,"585 N.W. 161 St., Miami, FL 33169, USA"
Kendall Health Center,Miami,FL,33186,https://www.plannedparenthood.org/health-center/florida/miami/33186/kendall-health-center-2258-90320,"8900 SW 117th Avenue, Miami, FL 33186, USA"
Naples Health Center,Naples,FL,34103,https://www.plannedparenthood.org/health-center/florida/naples/34103/naples-health-center-3294-90320,"1425 Creech Road, Naples, FL 34103, USA"
Orlando Health Center,Orlando,FL,32817,https://www.plannedparenthood.org/health-center/florida/orlando/32817/orlando-health-center-2857-90320,"11500 University Blvd, Orlando, FL 32817, USA"
Pembroke Pines Health Center,Pembroke Pines,FL,33024,https://www.plannedparenthood.org/health-center/florida/pembroke-pines/33024/pembroke-pines-health-center-3917-90320,"263 North University Drive, Pembroke Pines, FL 33024, USA"
Treasure Coast Health Center,Port Saint Lucie,FL,34952,https://www.plannedparenthood.org/health-center/florida/port-saint-lucie/34952/treasure-coast-health-center-2627-90320,"1696 SE Hillmoor Dr Port Saint Lucie, 34952"
St. Petersburg Health Center,Saint Petersburg,FL,33701,https://www.plannedparenthood.org/health-center/florida/saint-petersburg/33701/st-petersburg-health-center-2273-90320,"33 6th Street South, St. Petersburg, FL 33701, USA"
Sarasota Health Center,Sarasota,FL,34236,https://www.plannedparenthood.org/health-center/florida/sarasota/34236/sarasota-health-center-2189-90320,"736 Central Avenue, Sarasota, FL 34236, USA"
Tallahassee Health Center,Tallahassee,FL,32304,https://www.plannedparenthood.org/health-center/florida/tallahassee/32304/tallahassee-health-center-2154-90320,"2618 W Tennessee Street, Tallahassee, FL 32304, USA"
Tampa Health Center,Tampa,FL,33617,https://www.plannedparenthood.org/health-center/florida/tampa/33617/tampa-health-center-2247-90320,"8068 North 56th Street, Tampa, FL 33617, USA"
North Tampa Health Center,Tampa,FL,33613,https://www.plannedparenthood.org/health-center/florida/tampa/33613/north-tampa-health-center-4274-90320,"236 E Bearss Avenue, Tampa, FL 33613 USA"
Virtual Health Center of Florida,West Palm Beach,FL,33409,https://www.plannedparenthood.org/health-center/florida/west-palm-beach/33409/virtual-health-center-of-florida-vc-3941-90320,
Florida Mango Health Center,West Palm Beach,FL,33409,https://www.plannedparenthood.org/health-center/florida/west-palm-beach/33409/florida-mango-health-center-3813-90320,2300 N Florida Mango Road West Palm Beach FL 33409
East Atlanta Health Center,Atlanta,GA,30316,https://www.plannedparenthood.org/health-center/georgia/atlanta/30316/east-atlanta-health-center-4286-90330,"440 Moreland Avenue SE, Atlanta, GA 30316, USA"
Gwinnett Center,Lawrenceville,GA,30046,https://www.plannedparenthood.org/health-center/georgia/lawrenceville/30046/centro-gwinnett-2271-90330,355 Philip Blvd Lawrenceville GA 30046
Cobb Center,Marietta,GA,30062,https://www.plannedparenthood.org/health-center/georgia/marietta/30062/cobb-center-2270-90330,"220 Cobb Parkway North, Marietta, GA 30062, USA"
Georgia Virtual Health Center,Marietta,GA,30062,https://www.plannedparenthood.org/health-center/georgia/marietta/30062/georgia-virtual-health-center-vc-21927-90330,
Savannah Center,Savannah,GA,31405,https://www.plannedparenthood.org/health-center/georgia/savannah/31405/savannah-center-2207-90330,"720 East 71st St, Savannah, GA 31405, USA"
Honolulu Health Center,Honolulu,HI,96813,https://www.plannedparenthood.org/health-center/hawaii/honolulu/96813/honolulu-health-center-2951-91810,"839 S. Beretania  Street, Honolulu, HI 96813, USA"
Hawai'i Virtual Health Center,Kahului,HI,96732,https://www.plannedparenthood.org/health-center/hawaii/kahului/96732/hawaii-virtual-health-center-vc-21942-91810,
Kahului Health Center,Kahului,HI,96732,https://www.plannedparenthood.org/health-center/hawaii/kahului/96732/centro-de-salud-kahului-2950-91810,"140 Hoohana Street, Kahului, HI 96732, USA"
Meridian Health Center,Meridian,ID,83642,https://www.plannedparenthood.org/health-center/idaho/meridian/83642/meridian-health-center-4105-91810,
Idaho Virtual Health Center of PPGNHAIK,Meridian,ID,83642,https://www.plannedparenthood.org/health-center/idaho/meridian/83642/idaho-virtual-health-center-of-ppgnhaik-vc-21941-91810,
Aurora Health Center,Aurora,IL,60504,https://www.plannedparenthood.org/health-center/illinois/aurora/60504/aurora-health-center-3483-90430,"3051 E. New York St., Aurora, IL 60504, USA"
Carbondale Health Center,Carbondale,IL,62901,https://www.plannedparenthood.org/health-center/illinois/carbondale/62901/carbondale-health-center-10037-90430,200 N. Emerald Lane Carbondale IL 62901
Champaign Health Center,Champaign,IL,61820,https://www.plannedparenthood.org/health-center/illinois/champaign/61820/champaign-health-center-3283-90430,"302 E Stoughton St., Champaign, IL 61820, USA"
Loop Health Center,Chicago,IL,60602,https://www.plannedparenthood.org/health-center/illinois/chicago/60602/loop-health-center-3286-90430,"16 N. Wabash Avenue, Chicago, IL 60602, USA"
Roseland Health Center,Chicago,IL,60628,https://www.plannedparenthood.org/health-center/illinois/chicago/60628/roseland-health-center-2263-90430,"11250 S Halsted St., Chicago, IL 60628, USA"
Austin Health Center,Chicago,IL,60651,https://www.plannedparenthood.org/health-center/illinois/chicago/60651/austin-health-center-2265-90430,"5937 W Chicago Ave., Chicago, IL 60651, USA"
Rogers Park Health Center,Chicago,IL,60660,https://www.plannedparenthood.org/health-center/illinois/chicago/60660/rogers-park-health-center-2266-90430,"5725 North Broadway, Chicago, IL 60660 USA"
Near North: Elizabeth Cohn Morris Health Center,Chicago,IL,60610,https://www.plannedparenthood.org/health-center/illinois/chicago/60610/near-north-elizabeth-cohn-morris-health-center-2474-90430,"1200 N La Salle Dr, Chicago, IL 60610, USA"
Virtual Center of PPIL,Chicago,IL,60602,https://www.plannedparenthood.org/health-center/illinois/chicago/60602/virtual-center-of-ppil-vc-3879-90430,
PPGR's Virtual Health Center for Illinois,Fairview Heights,IL,62208,https://www.plannedparenthood.org/health-center/illinois/fairview-heights/62208/ppgrs-virtual-health-center-for-illinois-vc-3880-90770,
Fairview Heights Health Center,Fairview Heights,IL,62208,https://www.plannedparenthood.org/health-center/illinois/fairview-heights/62208/fairview-heights-health-center-2712-90770,"317 Salem Place, Fairview Heights, IL 62208, USA"
Flossmoor Health Center,Flossmoor,IL,60422,https://www.plannedparenthood.org/health-center/illinois/flossmoor/60422/flossmoor-health-center-4360-90430,"19831 Governors Highway, Flossmoor, IL 60422"
Orland Park Health Center,Orland Park,IL,60462,https://www.plannedparenthood.org/health-center/illinois/orland-park/60462/orland-park-health-center-3102-90430,"14470 S. LaGrange Rd., Orland Park, IL 60462, USA"
Peoria Health Center,Peoria,IL,61604,https://www.plannedparenthood.org/health-center/illinois/peoria/61604/peoria-health-center-3281-90430,"2709 N Knoxville Ave, Peoria, IL 61604, USA"
Springfield Health Center,Springfield,IL,62702,https://www.plannedparenthood.org/health-center/illinois/springfield/62702/springfield-health-center-3284-90430,"601 N. Bruns, Springfield, IL 62702, USA"
Waukegan Health Center,Waukegan,IL,60085,https://www.plannedparenthood.org/health-center/illinois/waukegan/60085/centro-de-salud-waukegan-2675-90430,
Bloomington Health Center,Bloomington,IN,47403,https://www.plannedparenthood.org/health-center/indiana/bloomington/47403/bloomington-health-center-2639-91810,"421 S College Ave, Bloomington, IN 47403, USA"
Fort Wayne Health Center,Ft Wayne,IN,46805,https://www.plannedparenthood.org/health-center/indiana/ft-wayne/46805/fort-wayne-health-center-2907-91810,2930 lake ave fort wayne in 46805
Hammond Health Center,Hammond,IN,46324,https://www.plannedparenthood.org/health-center/indiana/hammond/46324/hammond-health-center-2922-91810,"7131 Indianapolis Blvd., Hammond, IN 46324, USA"
Georgetown Health Center,Indianapolis,IN,46268,https://www.plannedparenthood.org/health-center/indiana/indianapolis/46268/georgetown-health-center-2870-91810,"8590 Georgetown Road, Indianapolis, IN 46268, USA"
Lafayette Health Center,Lafayette,IN,47905,https://www.plannedparenthood.org/health-center/indiana/lafayette/47905/lafayette-health-center-2669-91810,"964 Mezzanine Dr., Lafayette, IN 47905, USA"
Merrillville Health Center,Merrillville,IN,46410,https://www.plannedparenthood.org/health-center/indiana/merrillville/46410/merrillville-health-center-2923-91810,"8645 Connecticut Street, Merrillville, IN 46410, USA"
Indiana Virtual Health Center,Mishawaka,IN,46545,https://www.plannedparenthood.org/health-center/indiana/mishawaka/46545/indiana-virtual-health-center-vc-21950-91810,
Mishawaka Health Center,Mishawaka,IN,46545,https://www.plannedparenthood.org/health-center/indiana/mishawaka/46545/mishawaka-health-center-2758-91810,"3005 Grape Rd., Mishawaka, IN 46545, USA"
New Albany Health Center,New Albany,IN,47150,https://www.plannedparenthood.org/health-center/indiana/new-albany/47150/new-albany-health-center-2634-91810,412 New Albany Plaza New Albany IN 47150
Des Moines – Susan Knapp Health Center,Des Moines,IA,50311,https://www.plannedparenthood.org/health-center/iowa/des-moines/50311/des-moines-susan-knapp-health-center-3385-90720,"2304 University Avenue, Des Moines, IA 50311, USA"
Iowa Telehealth,Des Moines,IA,50311,https://www.plannedparenthood.org/health-center/iowa/des-moines/50311/iowa-telehealth-vc-10022-90720,
Wyandotte Health Center,Kansas City,KS,66104,https://www.plannedparenthood.org/health-center/kansas/kansas-city/66104/centro-de-salud-wyandotte-3744-90740,6013 Leavenworth Road Kansas City KS 66104
Comprehensive Health Center,Overland Park,KS,66211,https://www.plannedparenthood.org/health-center/kansas/overland-park/66211/comprehensive-health-center-2594-90740,"4401 W 109th Street, Overland Park, KS 66211, USA"
Pittsburg Health Center,Pittsburg,KS,66762,https://www.plannedparenthood.org/health-center/kansas/pittsburg/66762/pittsburg-health-center-90740-90740,"2312 South Tucker Terrace, Pittsburg, KS 66762"
Wichita Health Center,Wichita,KS,67214,https://www.plannedparenthood.org/health-center/kansas/wichita/67214/centro-de-salud-wichita-2876-90740,"2212 E. Central Ave, KS Wichita, USA"
Lexington Health Center,Lexington,KY,40503,https://www.plannedparenthood.org/health-center/kentucky/lexington/40503/lexington-health-center-3291-91810,"268 Southland Drive, Lexington, KY 40503, USA"
Kentucky Virtual Health Center,Louisville,KY,40203,https://www.plannedparenthood.org/health-center/kentucky/louisville/40203/kentucky-virtual-health-center-vc-21951-91810,
Louisville Health Center,Louisville,KY,40203,https://www.plannedparenthood.org/health-center/kentucky/louisville/40203/louisville-health-center-3290-91810,"842 South 7th Street, Louisville, KY 40203, USA"
PPGP Telehealth,New Orleans,LA,70125,https://www.plannedparenthood.org/health-center/louisiana/new-orleans/70125/ppgp-telehealth-vc-22014-90740,
Biddeford Health Center,Biddeford,ME,04005,https://www.plannedparenthood.org/health-center/maine/biddeford/04005/biddeford-health-center-2943-91770,"275 Main St, Biddeford, ME 04005, USA"
Virtual Health Center of Maine,Portland,ME,04101,https://www.plannedparenthood.org/health-center/maine/portland/04101/virtual-health-center-of-maine-vc-10045-91770,
Portland Health Center,Portland,ME,04101,https://www.plannedparenthood.org/health-center/maine/portland/04101/portland-health-center-2940-91770,"443 Congress Street, Portland, ME 04101, USA"
Sanford Health Center,Sanford,ME,04073,https://www.plannedparenthood.org/health-center/maine/sanford/04073/sanford-health-center-2942-91770,"886 Main Street, Sanford, ME 04073, USA"
Topsham Health Center,Topsham,ME,04086,https://www.plannedparenthood.org/health-center/maine/topsham/04086/topsham-health-center-2941-91770,"4 Bowdoin Mill Island, Topsham, ME 04086, USA"
Annapolis Health Center,Annapolis,MD,21401,https://www.plannedparenthood.org/health-center/maryland/annapolis/21401/annapolis-health-center-2834-90620,"929 West Street, Annapolis, MD 21401, USA"
Maryland Virtual Health Center of PPM,Baltimore,MD,21201,https://www.plannedparenthood.org/health-center/maryland/baltimore/21201/maryland-virtual-health-center-of-ppm-vc-3891-90620,
Baltimore City Health Center,Baltimore,MD,21201,https://www.plannedparenthood.org/health-center/maryland/baltimore/21201/baltimore-city-health-center-3292-90620,"330 North Howard Street, Baltimore, MD 21201, USA"
"Easton Health Center, MD",Easton,MD,21601,https://www.plannedparenthood.org/health-center/maryland/easton/21601/easton-health-center-md-2830-90620,
Frederick Health Center,Frederick,MD,21702,https://www.plannedparenthood.org/health-center/maryland/frederick/21702/frederick-health-center-2899-90620,"170 Thomas Johnson Drive, Frederick, MD 21702, USA"
Gaithersburg Center,Gaithersburg,MD,20886,https://www.plannedparenthood.org/health-center/maryland/gaithersburg/20886/gaithersburg-center-2493-90230,
Owings Mills Health Center,Pikesville,MD,21208,https://www.plannedparenthood.org/health-center/maryland/pikesville/21208/owings-mills-health-center-2833-90620,
Prince George’s County Health Center,Suitland,MD,20746,https://www.plannedparenthood.org/health-center/maryland/suitland/20746/prince-georges-county-health-center-4198-90230,"5001 Silver Hill Road, Suitland, MD 20746, USA"
Towson Health Center,Towson,MD,21286,https://www.plannedparenthood.org/health-center/maryland/towson/21286/towson-health-center-2831-90620,
Waldorf Health Center,Waldorf,MD,20602,https://www.plannedparenthood.org/health-center/maryland/waldorf/20602/waldorf-health-center-2900-90620,"3975 St. Charles Parkway, Waldorf, MD 20602, USA"
Greater Boston Health Center,Boston,MA,02215,https://www.plannedparenthood.org/health-center/massachusetts/boston/02215/greater-boston-health-center-3293-90610,"1055 Commonwealth Avenue, Boston, MA 02215, USA"
Metro West Health Center,Marlborough,MA,01752,https://www.plannedparenthood.org/health-center/massachusetts/marlborough/01752/metro-west-health-center-3951-90610,"91 Main Street, Marlborough, MA 01752, USA"
Western Massachusetts Health Center,Springfield,MA,01107,https://www.plannedparenthood.org/health-center/massachusetts/springfield/01107/western-massachusetts-health-center-2662-90610,"3550 Main Street, Springfield, MA 01107, USA"
Central Massachusetts Health Center,Worcester,MA,01609,https://www.plannedparenthood.org/health-center/massachusetts/worcester/01609/central-massachusetts-health-center-2660-90610,"470 Pleasant Street, Worcester, MA 01609, USA"
Power Family Health Center,Ann Arbor,MI,48104,https://www.plannedparenthood.org/health-center/michigan/ann-arbor/48104/power-family-health-center-3296-90630,"3100 Professional Drive, Ann Arbor, MI 48104, USA"
Michigan Virtual Health Center,Ann Arbor,MI,48108,https://www.plannedparenthood.org/health-center/michigan/ann-arbor/48108/michigan-virtual-health-center-vc-3929-90630,
Detroit Health Center,Detroit,MI,48201,https://www.plannedparenthood.org/health-center/michigan/detroit/48201/detroit-health-center-2890-90630,"4229 Cass Ave., Detroit, MI 48201, USA"
Ferndale Health Center,Ferndale,MI,48220,https://www.plannedparenthood.org/health-center/michigan/ferndale/48220/ferndale-health-center-4053-90630,"23338 Woodward Ave., Ferndale, MI 48220, USA"
Flint Health Center,Flint,MI,48532,https://www.plannedparenthood.org/health-center/michigan/flint/48532/flint-health-center-3298-90630,"G-3371 Beecher Road, Flint, MI 48532, USA"
Irwin/Martin Health Center,Grand Rapids,MI,49503,https://www.plannedparenthood.org/health-center/michigan/grand-rapids/49503/irwinmartin-health-center-3295-90630,"425 Cherry St. SE, Grand Rapids, MI 49503, USA"
Kalamazoo Health Center,Kalamazoo,MI,49006,https://www.plannedparenthood.org/health-center/michigan/kalamazoo/49006/kalamazoo-health-center-3299-90630,"4201 W Michigan Ave, Kalamazoo, MI 49006, USA"
Walker Health Center,Traverse City,MI,49686,https://www.plannedparenthood.org/health-center/michigan/traverse-city/49686/walker-health-center-3297-90630,"1135 E. Eighth St., Traverse City, MI 49686, USA"
Brooklyn Park Health Center,Brooklyn Park,MN,55443,https://www.plannedparenthood.org/health-center/minnesota/brooklyn-park/55443/brooklyn-park-health-center-2671-90720,"7532 Brooklyn Blvd., Brooklyn Park, MN 55443, USA"
Duluth Health Center,Duluth,MN,55811,https://www.plannedparenthood.org/health-center/minnesota/duluth/55811/duluth-health-center-2929-90720,"1001 East Central Entrance, Duluth, MN 55811, USA"
Eden Prairie Health Center,Eden Prairie,MN,55344,https://www.plannedparenthood.org/health-center/minnesota/eden-prairie/55344/eden-prairie-health-center-3376-90720,"582 Prairie Center Dr., Eden Prairie, MN 55344, USA"
Little Canada Health Center,Little Canada,MN,55117,https://www.plannedparenthood.org/health-center/minnesota/little-canada/55117/little-canada-health-center-2706-90720,"91 WestViking Drive St. Paul, MN 55117, USA"
Mankato Health Center,Mankato,MN,56001,https://www.plannedparenthood.org/health-center/minnesota/mankato/56001/mankato-health-center-2797-90720,340 Stadium Road Suite 400 Mankato MN 56001
Minneapolis Health Center,Minneapolis,MN,55408,https://www.plannedparenthood.org/health-center/minnesota/minneapolis/55408/minneapolis-health-center-2719-90720,"1200 Lagoon Avenue, Minneapolis, MN 55408, USA"
Moorhead Health Center,Moorhead,MN,56560,https://www.plannedparenthood.org/health-center/minnesota/moorhead/56560/moorhead-health-center-2932-90720,"803 Belsly Boulevard, Moorhead, MN 56560, USA"
Rochester Health Center,Rochester,MN,55901,https://www.plannedparenthood.org/health-center/minnesota/rochester/55901/rochester-health-center-2799-90720,"1212 7th St. NW, Rochester, MN 55901, USA"
St. Cloud Health Center,Saint Cloud,MN,56304,https://www.plannedparenthood.org/health-center/minnesota/saint-cloud/56304/centro-de-salud-st-cloud-2609-90720,"451 E. St. Germain St, St. Cloud, MN 56304, USA"
Minnesota Telehealth,Saint Paul,MN,55114,https://www.plannedparenthood.org/health-center/minnesota/saint-paul/55114/minnesota-telehealth-vc-10017-90720,
St. Paul Health Center,Saint Paul,MN,55114,https://www.plannedparenthood.org/health-center/minnesota/saint-paul/55114/st-paul-health-center-4055-90720,"671 Vandalia St., St. Paul, MN 55114, USA"
Columbia Health Center,Columbia,MO,65203,https://www.plannedparenthood.org/health-center/missouri/columbia/65203/centro-de-salud-columbia-2760-90740,
Northland Center,Gladstone,MO,64119,https://www.plannedparenthood.org/health-center/missouri/gladstone/64119/northland-center-2629-90740,"2900 NE 60th Street, Gladstone, MO 64119, USA"
Independence Health Center,Independence,MO,64050,https://www.plannedparenthood.org/health-center/missouri/independence/64050/independence-health-center-2630-90740,"815 N Noland Road, Independence, MO 64050, USA"
Patty Brous Health Center,Kansas City,MO,64110,https://www.plannedparenthood.org/health-center/missouri/kansas-city/64110/patty-brous-health-center-2628-90740,"1001 Emanuel Cleaver II Blvd., Kansas City, MO 64110, USA"
West County Health Center,Manchester,MO,63088,https://www.plannedparenthood.org/health-center/missouri/manchester/63088/west-county-health-center-2708-90770,"1 Stonegate Center, Manchester, MO 63088, USA"
PPGR Virtual Health Center for Missouri,Rolla,MO,65401,https://www.plannedparenthood.org/health-center/missouri/rolla/65401/ppgr-virtual-health-center-for-missouri-3876-90770,1032 Kingshighway B Rolla MO 65401
Central West End Health Center,Saint Louis,MO,63108,https://www.plannedparenthood.org/health-center/missouri/saint-louis/63108/central-west-end-health-center-3301-90770,"4251 Forest Park Avenue, St. Louis, MO 63108, USA"
St. Peters Health Center,Saint Peters,MO,63376,https://www.plannedparenthood.org/health-center/missouri/saint-peters/63376/st-peters-health-center-2709-90770,"208 Mid Rivers Center St. Peters, MO 63376, USA"
Springfield Health Center,Springfield,MO,65807,https://www.plannedparenthood.org/health-center/missouri/springfield/65807/springfield-health-center-2428-90770,"626 E Battlefield Road., Springfield, MO 65807, USA"
PPGR's Virtual Health Center for Missouri,St Louis,MO,63108,https://www.plannedparenthood.org/health-center/missouri/st-louis/63108/centro-de-salud-virtual-de-ppgr-para-missouri-vc-22007-90770,
Lincoln Health Center,Lincoln,NE,68516,https://www.plannedparenthood.org/health-center/nebraska/lincoln/68516/lincoln-health-center-4062-90720,"5631 S. 48th Street, Lincoln, NE 68516, USA"
Omaha Health Center,Omaha,NE,68134,https://www.plannedparenthood.org/health-center/nebraska/omaha/68134/omaha-health-center-2447-90720,"3105 N. 93rd St, Omaha, NE 68134, USA"
Nebraska Telehealth,Omaha,NE,68134,https://www.plannedparenthood.org/health-center/nebraska/omaha/68134/nebraska-telehealth-vc-10023-90720,
North Las Vegas Health Center,North Las Vegas,NV,89030,https://www.plannedparenthood.org/health-center/nevada/north-las-vegas/89030/north-las-vegas-health-center-21949-90130,
Reno Health Center,Reno,NV,89511,https://www.plannedparenthood.org/health-center/nevada/reno/89511/centro-de-salud-reno-2262-90130,"8025 S Virginia Street, Reno, NV 89511, USA"
Virtual Health Center of New Hampshire,Concord,NH,03301,https://www.plannedparenthood.org/health-center/new-hampshire/concord/03301/virtual-health-center-of-new-hampshire-vc-10044-91770,
Derry Health Center,Derry,NH,03038,https://www.plannedparenthood.org/health-center/new-hampshire/derry/03038/derry-health-center-2742-91770,"4 Birch Street, Derry, NH 03038, USA"
Exeter Health Center,Exeter,NH,03833,https://www.plannedparenthood.org/health-center/new-hampshire/exeter/03833/exeter-health-center-2739-91770,
Keene Health Center,Keene,NH,03431,https://www.plannedparenthood.org/health-center/new-hampshire/keene/03431/keene-health-center-2744-91770,"8 Middle Street, Keene, NH 03431, USA"
Manchester Health Center,Manchester,NH,03104,https://www.plannedparenthood.org/health-center/new-hampshire/manchester/03104/centro-de-salud-manchester-2740-91770,
Absecon Health Center,Absecon,NJ,08201,https://www.plannedparenthood.org/health-center/new-jersey/absecon/08201/absecon-health-center-21895-90900,"320 Ohio Ave, NJ Absecon, USA"
Camden Center,Camden,NJ,08103,https://www.plannedparenthood.org/health-center/new-jersey/camden/08103/camden-center-3312-90900,"317 Broadway, Camden, NJ 08103, USA"
Delran Health Center,Delran,NJ,08075,https://www.plannedparenthood.org/health-center/new-jersey/delran/08075/delran-health-center-4147-90900,"8008 Route 130N, Delran, NJ 08075, USA"
East Orange  Health Center,East Orange,NJ,07018,https://www.plannedparenthood.org/health-center/new-jersey/east-orange/07018/east-orange-health-center-2551-90920,
Elizabeth Health Center,Elizabeth,NJ,07201,https://www.plannedparenthood.org/health-center/new-jersey/elizabeth/07201/elizabeth-health-center-2599-90900,"1171 Elizabeth Avenue, Elizabeth, NJ, 07201, USA"
Flemington Health Center,Flemington,NJ,08822,https://www.plannedparenthood.org/health-center/new-jersey/flemington/08822/flemington-health-center-2596-90900,"349 Rt 31 South, Flemington, NJ 08822, USA"
Hackensack Health Center,Hackensack,NJ,07601,https://www.plannedparenthood.org/health-center/new-jersey/hackensack/07601/hackensack-health-center-2947-90900,"575 Main Street, Hackensack, NJ 07601, USA"
Hamilton Health Center,Hamilton Square,NJ,08690,https://www.plannedparenthood.org/health-center/new-jersey/hamilton-square/08690/hamilton-health-center-2343-90900,"2279 State Highway 33, Hamilton Square, NJ 08690, USA"
Montclair Center,Montclair,NJ,07042,https://www.plannedparenthood.org/health-center/new-jersey/montclair/07042/montclair-center-2550-90920,"29 N Fullerton Ave, Montclair, NJ 07042, USA"
Morristown Health Center,Morristown,NJ,07960,https://www.plannedparenthood.org/health-center/new-jersey/morristown/07960/morristown-health-center-3307-90900,"196 Speedwell Ave, Morristown, NJ 07960, USA"
Ironbound Health Center,Newark,NJ,07105,https://www.plannedparenthood.org/health-center/new-jersey/newark/07105/ironbound-health-center-2554-90920,"70 Adams St, Newark, NJ 07105, USA"
PPMNJ Virtual Health Center,Newark,NJ,07102,https://www.plannedparenthood.org/health-center/new-jersey/newark/07102/ppmnj-virtual-health-center-vc-3893-90920,
Mulberry Health Center,Newark,NJ,07102,https://www.plannedparenthood.org/health-center/new-jersey/newark/07102/mulberry-health-center-4225-90920,
Newton Health Center,Newton,NJ,07860,https://www.plannedparenthood.org/health-center/new-jersey/newton/07860/newton-health-center-2555-90900,"8 Moran Street, Newton, NJ 07860, USA"
Paterson Center,Paterson,NJ,07514,https://www.plannedparenthood.org/health-center/new-jersey/paterson/07514/paterson-center-2557-90920,
Perth Amboy Center,Perth Amboy,NJ,08861,https://www.plannedparenthood.org/health-center/new-jersey/perth-amboy/08861/perth-amboy-center-3053-90900,"450 Market Street, Perth Amboy, NJ 08861, USA"
Shrewsbury Center,Shrewsbury,NJ,07702,https://www.plannedparenthood.org/health-center/new-jersey/shrewsbury/07702/shrewsbury-center-3510-90900,"69 East Newman Springs Road, Shrewsbury, NJ 07702, USA"
Franklin Township Center,Somerset,NJ,08873,https://www.plannedparenthood.org/health-center/new-jersey/somerset/08873/franklin-township-center-3887-90900,
Trenton Health Center,Trenton,NJ,08608,https://www.plannedparenthood.org/health-center/new-jersey/trenton/08608/trenton-health-center-3304-90900,"437 East State Street, Trenton, NJ 08608, USA"
Washington Health Center,Washington,NJ,07882,https://www.plannedparenthood.org/health-center/new-jersey/washington/07882/washington-health-center-2598-90900,"66 East Washington Avenue, Washington, NJ 07882, USA"
New Mexico Telehealth,Albuquerque,NM,87111,https://www.plannedparenthood.org/health-center/new-mexico/albuquerque/87111/new-mexico-telehealth-vc-3895-90210,
Eubank Health Center,Albuquerque,NM,87111,https://www.plannedparenthood.org/health-center/new-mexico/albuquerque/87111/eubank-health-center-10036-90210,
Farmington Health Center,Farmington,NM,87401,https://www.plannedparenthood.org/health-center/new-mexico/farmington/87401/farmington-health-center-2407-90210,"1308 E 20th Street, Farmington, NM 87401, USA"
Las Cruces Health Center,Las Cruces,NM,88011,https://www.plannedparenthood.org/health-center/new-mexico/las-cruces/88011/las-cruces-health-center-3816-90210,2525 S. Telshor Las Cruces NM 88011
Santa Fe Health Center,Santa Fe,NM,87505,https://www.plannedparenthood.org/health-center/new-mexico/santa-fe/87505/santa-fe-health-center-2801-90210,"730 St. Michaels Drive, Santa Fe, NM 87505, USA"
Albany Health Center,Albany,NY,12206,https://www.plannedparenthood.org/health-center/new-york/albany/12206/albany-health-center-3336-91020,
Batavia Health Center,Batavia,NY,14020,https://www.plannedparenthood.org/health-center/new-york/batavia/14020/batavia-health-center-2353-91040,"222 W Main Street, Batavia, NY 14020, USA"
Brighton Health Center,Brighton,NY,14618,https://www.plannedparenthood.org/health-center/new-york/brighton/14618/brighton-health-center-3787-91040,2235 S Clinton Brighton New York 14618
The Bronx Center,Bronx,NY,10451,https://www.plannedparenthood.org/health-center/new-york/bronx/10451/the-bronx-center-2524-91110,"349 E 149th Street, Bronx, NY 10451, USA"
Joan Malin Brooklyn Health Center,Brooklyn,NY,11201,https://www.plannedparenthood.org/health-center/new-york/brooklyn/11201/joan-malin-brooklyn-health-center-2522-91110,"44 Court Street, Brooklyn, NY 11201, USA"
Buffalo Health Center,Buffalo,NY,14214,https://www.plannedparenthood.org/health-center/new-york/buffalo/14214/buffalo-health-center-3334-91040,60 East Amherst Street Buffalo NY 14214.
Canandaigua Health Center,Canandaigua,NY,14424,https://www.plannedparenthood.org/health-center/new-york/canandaigua/14424/canandaigua-health-center-2352-91040,"15 LaFayette Avenue, Canandaigua, NY 14424, USA"
Canton Center,Canton,NY,13617,https://www.plannedparenthood.org/health-center/new-york/canton/13617/canton-center-2881-91210,"9 Miner Street, Canton, NY 13617, USA"
Corning Health Center,Corning,NY,14830,https://www.plannedparenthood.org/health-center/new-york/corning/14830/corning-health-center-2345-91110,
Elmira Health Center,Elmira,NY,14901,https://www.plannedparenthood.org/health-center/new-york/elmira/14901/elmira-health-center-2349-91110,"755 E. Church Street, Elmira, NY 14901, USA"
Hempstead Center,Hempstead,NY,11550,https://www.plannedparenthood.org/health-center/new-york/hempstead/11550/hempstead-center-3321-91110,"540 Fulton Ave, Hempstead, NY 11550, USA"
Hudson Health Center,Hudson,NY,12534,https://www.plannedparenthood.org/health-center/new-york/hudson/12534/centro-de-salud-hudson-2380-91020,"804 Columbia St, Hudson, NY 12534, USA"
Huntington Center,Huntington,NY,11743,https://www.plannedparenthood.org/health-center/new-york/huntington/11743/huntington-center-2318-91220,
Ithaca Health Center,Ithaca,NY,14850,https://www.plannedparenthood.org/health-center/new-york/ithaca/14850/ithaca-health-center-3333-91110,"620 West Seneca Street, Ithaca, NY 14850, USA"
Johnstown Center,Johnstown,NY,12095,https://www.plannedparenthood.org/health-center/new-york/johnstown/12095/johnstown-center-3530-91110,"400 North Perry Street, Johnstown, NY 12095, USA"
Kingston Health Center,Kingston,NY,12401,https://www.plannedparenthood.org/health-center/new-york/kingston/12401/kingston-health-center-2623-91110,"21 Grand Street, Kingston, NY 12401, USA"
